,Date,AQI,Sample_Duration,Pollutant_Type
38030,2008-01-20,10,24-HR BLK AVG,81102
38031,2008-01-21,11,24-HR BLK AVG,81102
38032,2008-01-22,13,24-HR BLK AVG,81102
38033,2008-01-23,16,24-HR BLK AVG,81102
38034,2008-01-24,15,24-HR BLK AVG,81102
38035,2008-01-25,20,24-HR BLK AVG,81102
38036,2008-01-26,21,24-HR BLK AVG,81102
38037,2008-01-27,16,24-HR BLK AVG,81102
38038,2008-01-28,22,24-HR BLK AVG,81102
38039,2008-01-29,23,24-HR BLK AVG,81102
38040,2008-01-30,31,24-HR BLK AVG,81102
38041,2008-01-31,8,24-HR BLK AVG,81102
38042,2008-02-01,10,24-HR BLK AVG,81102
38043,2008-02-02,24,24-HR BLK AVG,81102
38044,2008-02-03,19,24-HR BLK AVG,81102
38045,2008-02-04,18,24-HR BLK AVG,81102
38046,2008-02-05,6,24-HR BLK AVG,81102
38047,2008-02-06,7,24-HR BLK AVG,81102
38048,2008-02-07,12,24-HR BLK AVG,81102
38049,2008-02-08,20,24-HR BLK AVG,81102
38050,2008-02-09,19,24-HR BLK AVG,81102
38051,2008-02-10,7,24-HR BLK AVG,81102
38052,2008-02-11,11,24-HR BLK AVG,81102
38053,2008-02-12,21,24-HR BLK AVG,81102
38054,2008-02-13,18,24-HR BLK AVG,81102
38055,2008-02-14,22,24-HR BLK AVG,81102
38056,2008-02-15,11,24-HR BLK AVG,81102
38057,2008-02-16,12,24-HR BLK AVG,81102
38058,2008-02-17,7,24-HR BLK AVG,81102
38059,2008-02-18,8,24-HR BLK AVG,81102
38060,2008-02-19,13,24-HR BLK AVG,81102
38061,2008-02-20,10,24-HR BLK AVG,81102
38062,2008-02-21,11,24-HR BLK AVG,81102
38063,2008-02-22,18,24-HR BLK AVG,81102
38064,2008-02-23,9,24-HR BLK AVG,81102
38065,2008-02-24,7,24-HR BLK AVG,81102
38066,2008-02-25,15,24-HR BLK AVG,81102
38067,2008-02-26,17,24-HR BLK AVG,81102
38068,2008-02-27,19,24-HR BLK AVG,81102
38069,2008-02-28,19,24-HR BLK AVG,81102
38070,2008-02-29,25,24-HR BLK AVG,81102
38071,2008-03-01,24,24-HR BLK AVG,81102
38072,2008-03-02,12,24-HR BLK AVG,81102
38073,2008-03-03,7,24-HR BLK AVG,81102
38074,2008-03-04,9,24-HR BLK AVG,81102
38075,2008-03-05,13,24-HR BLK AVG,81102
38076,2008-03-06,12,24-HR BLK AVG,81102
38077,2008-03-07,13,24-HR BLK AVG,81102
38078,2008-03-08,15,24-HR BLK AVG,81102
38079,2008-03-09,17,24-HR BLK AVG,81102
38080,2008-03-10,18,24-HR BLK AVG,81102
38081,2008-03-11,26,24-HR BLK AVG,81102
38082,2008-03-12,28,24-HR BLK AVG,81102
38083,2008-03-13,19,24-HR BLK AVG,81102
38084,2008-03-14,19,24-HR BLK AVG,81102
38085,2008-03-15,6,24-HR BLK AVG,81102
38086,2008-03-16,10,24-HR BLK AVG,81102
38087,2008-03-17,10,24-HR BLK AVG,81102
38088,2008-03-18,8,24-HR BLK AVG,81102
38089,2008-03-19,10,24-HR BLK AVG,81102
38090,2008-03-20,21,24-HR BLK AVG,81102
38091,2008-03-21,18,24-HR BLK AVG,81102
38092,2008-03-22,15,24-HR BLK AVG,81102
38093,2008-03-23,8,24-HR BLK AVG,81102
38094,2008-03-24,22,24-HR BLK AVG,81102
38095,2008-03-25,28,24-HR BLK AVG,81102
38096,2008-03-26,33,24-HR BLK AVG,81102
38097,2008-03-27,11,24-HR BLK AVG,81102
38098,2008-03-28,20,24-HR BLK AVG,81102
38099,2008-03-29,31,24-HR BLK AVG,81102
38100,2008-03-30,10,24-HR BLK AVG,81102
38101,2008-03-31,6,24-HR BLK AVG,81102
38102,2008-04-01,9,24-HR BLK AVG,81102
38103,2008-04-02,21,24-HR BLK AVG,81102
38104,2008-04-03,5,24-HR BLK AVG,81102
38105,2008-04-04,13,24-HR BLK AVG,81102
38106,2008-04-05,20,24-HR BLK AVG,81102
38107,2008-04-06,11,24-HR BLK AVG,81102
38108,2008-04-07,34,24-HR BLK AVG,81102
38109,2008-04-08,7,24-HR BLK AVG,81102
38110,2008-04-09,6,24-HR BLK AVG,81102
38111,2008-04-10,3,24-HR BLK AVG,81102
38112,2008-04-11,6,24-HR BLK AVG,81102
38113,2008-04-12,9,24-HR BLK AVG,81102
38114,2008-04-13,7,24-HR BLK AVG,81102
38115,2008-04-14,23,24-HR BLK AVG,81102
38116,2008-04-15,32,24-HR BLK AVG,81102
38117,2008-04-16,28,24-HR BLK AVG,81102
38118,2008-04-17,10,24-HR BLK AVG,81102
38119,2008-04-18,9,24-HR BLK AVG,81102
38120,2008-04-19,29,24-HR BLK AVG,81102
38121,2008-04-20,21,24-HR BLK AVG,81102
38122,2008-04-21,27,24-HR BLK AVG,81102
38123,2008-04-22,34,24-HR BLK AVG,81102
38124,2008-04-23,19,24-HR BLK AVG,81102
38125,2008-04-24,18,24-HR BLK AVG,81102
38126,2008-04-25,14,24-HR BLK AVG,81102
38127,2008-04-26,13,24-HR BLK AVG,81102
38128,2008-04-27,8,24-HR BLK AVG,81102
38129,2008-04-28,17,24-HR BLK AVG,81102
38130,2008-04-29,27,24-HR BLK AVG,81102
38131,2008-05-02,54,24-HR BLK AVG,81102
38132,2008-05-03,22,24-HR BLK AVG,81102
38133,2008-05-04,23,24-HR BLK AVG,81102
38134,2008-05-05,36,24-HR BLK AVG,81102
38135,2008-05-06,9,24-HR BLK AVG,81102
38136,2008-05-07,7,24-HR BLK AVG,81102
38137,2008-05-08,14,24-HR BLK AVG,81102
38138,2008-05-09,10,24-HR BLK AVG,81102
38139,2008-05-10,12,24-HR BLK AVG,81102
38140,2008-05-11,10,24-HR BLK AVG,81102
38141,2008-05-12,19,24-HR BLK AVG,81102
38142,2008-05-13,24,24-HR BLK AVG,81102
38143,2008-05-14,12,24-HR BLK AVG,81102
38144,2008-05-15,17,24-HR BLK AVG,81102
38145,2008-05-16,19,24-HR BLK AVG,81102
38146,2008-05-20,20,24-HR BLK AVG,81102
38147,2008-05-21,27,24-HR BLK AVG,81102
38148,2008-05-22,31,24-HR BLK AVG,81102
38149,2008-05-23,28,24-HR BLK AVG,81102
38150,2008-05-24,14,24-HR BLK AVG,81102
38151,2008-05-25,19,24-HR BLK AVG,81102
38152,2008-05-26,8,24-HR BLK AVG,81102
38153,2008-05-27,8,24-HR BLK AVG,81102
38154,2008-05-28,14,24-HR BLK AVG,81102
38155,2008-05-29,22,24-HR BLK AVG,81102
38156,2008-05-30,24,24-HR BLK AVG,81102
38157,2008-05-31,15,24-HR BLK AVG,81102
38158,2008-06-01,10,24-HR BLK AVG,81102
38159,2008-06-02,19,24-HR BLK AVG,81102
38160,2008-06-03,22,24-HR BLK AVG,81102
38161,2008-06-04,27,24-HR BLK AVG,81102
38162,2008-06-05,32,24-HR BLK AVG,81102
38163,2008-06-06,19,24-HR BLK AVG,81102
38164,2008-06-07,19,24-HR BLK AVG,81102
38165,2008-06-08,18,24-HR BLK AVG,81102
38166,2008-06-09,7,24-HR BLK AVG,81102
38167,2008-06-10,15,24-HR BLK AVG,81102
38168,2008-06-11,18,24-HR BLK AVG,81102
38169,2008-06-12,20,24-HR BLK AVG,81102
38170,2008-06-13,11,24-HR BLK AVG,81102
38171,2008-06-14,14,24-HR BLK AVG,81102
38172,2008-06-15,19,24-HR BLK AVG,81102
38173,2008-06-16,8,24-HR BLK AVG,81102
38174,2008-06-17,12,24-HR BLK AVG,81102
38175,2008-06-18,10,24-HR BLK AVG,81102
38176,2008-06-19,16,24-HR BLK AVG,81102
38177,2008-06-20,13,24-HR BLK AVG,81102
38178,2008-06-21,18,24-HR BLK AVG,81102
38179,2008-06-22,19,24-HR BLK AVG,81102
38180,2008-06-23,20,24-HR BLK AVG,81102
38181,2008-06-24,28,24-HR BLK AVG,81102
38182,2008-06-25,31,24-HR BLK AVG,81102
38183,2008-06-26,46,24-HR BLK AVG,81102
38184,2008-06-27,20,24-HR BLK AVG,81102
38185,2008-06-28,16,24-HR BLK AVG,81102
38186,2008-06-29,16,24-HR BLK AVG,81102
38187,2008-07-17,27,24-HR BLK AVG,81102
38188,2008-07-18,24,24-HR BLK AVG,81102
38189,2008-07-19,26,24-HR BLK AVG,81102
38190,2008-07-20,24,24-HR BLK AVG,81102
38191,2008-07-21,26,24-HR BLK AVG,81102
38192,2008-07-22,33,24-HR BLK AVG,81102
38193,2008-07-23,36,24-HR BLK AVG,81102
38194,2008-07-24,28,24-HR BLK AVG,81102
38195,2008-07-25,22,24-HR BLK AVG,81102
38196,2008-07-26,25,24-HR BLK AVG,81102
38197,2008-07-27,30,24-HR BLK AVG,81102
38198,2008-07-28,54,24-HR BLK AVG,81102
38199,2008-07-29,16,24-HR BLK AVG,81102
38200,2008-07-30,12,24-HR BLK AVG,81102
38201,2008-07-31,15,24-HR BLK AVG,81102
38202,2008-08-01,25,24-HR BLK AVG,81102
38203,2008-08-02,29,24-HR BLK AVG,81102
38204,2008-08-03,20,24-HR BLK AVG,81102
38205,2008-08-04,31,24-HR BLK AVG,81102
38206,2008-08-05,45,24-HR BLK AVG,81102
38207,2008-08-06,14,24-HR BLK AVG,81102
38208,2008-08-07,11,24-HR BLK AVG,81102
38209,2008-08-08,15,24-HR BLK AVG,81102
38210,2008-08-09,14,24-HR BLK AVG,81102
38211,2008-08-10,7,24-HR BLK AVG,81102
38212,2008-08-11,12,24-HR BLK AVG,81102
38213,2008-08-12,12,24-HR BLK AVG,81102
38214,2008-08-13,18,24-HR BLK AVG,81102
38215,2008-08-14,12,24-HR BLK AVG,81102
38216,2008-08-15,15,24-HR BLK AVG,81102
38217,2008-08-16,20,24-HR BLK AVG,81102
38218,2008-08-17,21,24-HR BLK AVG,81102
38219,2008-08-18,21,24-HR BLK AVG,81102
38220,2008-08-19,26,24-HR BLK AVG,81102
38221,2008-08-20,23,24-HR BLK AVG,81102
38222,2008-08-21,15,24-HR BLK AVG,81102
38223,2008-08-22,24,24-HR BLK AVG,81102
38224,2008-08-23,15,24-HR BLK AVG,81102
38225,2008-08-24,15,24-HR BLK AVG,81102
38226,2008-08-25,19,24-HR BLK AVG,81102
38227,2008-08-26,22,24-HR BLK AVG,81102
38228,2008-08-27,30,24-HR BLK AVG,81102
38229,2008-08-28,26,24-HR BLK AVG,81102
38230,2008-08-29,20,24-HR BLK AVG,81102
38231,2008-08-30,21,24-HR BLK AVG,81102
38232,2008-08-31,24,24-HR BLK AVG,81102
38233,2008-09-01,28,24-HR BLK AVG,81102
38234,2008-09-02,18,24-HR BLK AVG,81102
38235,2008-09-03,6,24-HR BLK AVG,81102
38236,2008-09-04,13,24-HR BLK AVG,81102
38237,2008-09-05,11,24-HR BLK AVG,81102
38238,2008-09-06,7,24-HR BLK AVG,81102
38239,2008-09-07,8,24-HR BLK AVG,81102
38240,2008-09-08,12,24-HR BLK AVG,81102
38241,2008-09-09,11,24-HR BLK AVG,81102
38242,2008-09-10,13,24-HR BLK AVG,81102
38243,2008-09-11,5,24-HR BLK AVG,81102
38244,2008-09-12,11,24-HR BLK AVG,81102
38245,2008-09-13,6,24-HR BLK AVG,81102
38246,2008-09-14,10,24-HR BLK AVG,81102
38247,2008-09-15,12,24-HR BLK AVG,81102
38248,2008-09-16,16,24-HR BLK AVG,81102
38249,2008-09-17,18,24-HR BLK AVG,81102
38250,2008-09-18,19,24-HR BLK AVG,81102
38251,2008-09-19,26,24-HR BLK AVG,81102
38252,2008-09-20,28,24-HR BLK AVG,81102
38253,2008-09-21,30,24-HR BLK AVG,81102
38254,2008-09-22,27,24-HR BLK AVG,81102
38255,2008-09-23,23,24-HR BLK AVG,81102
38256,2008-09-24,27,24-HR BLK AVG,81102
38257,2008-09-25,24,24-HR BLK AVG,81102
38258,2008-09-26,30,24-HR BLK AVG,81102
38259,2008-09-27,32,24-HR BLK AVG,81102
38260,2008-09-28,31,24-HR BLK AVG,81102
38261,2008-09-29,24,24-HR BLK AVG,81102
38262,2008-09-30,30,24-HR BLK AVG,81102
38263,2008-10-01,28,24-HR BLK AVG,81102
38264,2008-10-02,23,24-HR BLK AVG,81102
38265,2008-10-03,23,24-HR BLK AVG,81102
38266,2008-10-04,27,24-HR BLK AVG,81102
38267,2008-10-05,26,24-HR BLK AVG,81102
38268,2008-10-06,14,24-HR BLK AVG,81102
38269,2008-10-07,6,24-HR BLK AVG,81102
38270,2008-10-08,17,24-HR BLK AVG,81102
38271,2008-10-09,14,24-HR BLK AVG,81102
38272,2008-10-10,20,24-HR BLK AVG,81102
38273,2008-10-11,21,24-HR BLK AVG,81102
38274,2008-10-12,15,24-HR BLK AVG,81102
38275,2008-10-13,6,24-HR BLK AVG,81102
38276,2008-10-14,3,24-HR BLK AVG,81102
38277,2008-10-15,4,24-HR BLK AVG,81102
38278,2008-10-16,11,24-HR BLK AVG,81102
38279,2008-10-17,13,24-HR BLK AVG,81102
38280,2008-10-18,10,24-HR BLK AVG,81102
38281,2008-10-19,14,24-HR BLK AVG,81102
38282,2008-10-20,19,24-HR BLK AVG,81102
38283,2008-10-21,18,24-HR BLK AVG,81102
38284,2008-10-22,5,24-HR BLK AVG,81102
38285,2008-10-25,12,24-HR BLK AVG,81102
38286,2008-10-26,17,24-HR BLK AVG,81102
38287,2008-10-27,13,24-HR BLK AVG,81102
38288,2008-10-28,19,24-HR BLK AVG,81102
38289,2008-10-29,32,24-HR BLK AVG,81102
38290,2008-10-30,31,24-HR BLK AVG,81102
38291,2008-10-31,32,24-HR BLK AVG,81102
38292,2008-11-01,35,24-HR BLK AVG,81102
38293,2008-11-02,25,24-HR BLK AVG,81102
38294,2008-11-03,30,24-HR BLK AVG,81102
38295,2008-11-04,27,24-HR BLK AVG,81102
38296,2008-11-05,18,24-HR BLK AVG,81102
38297,2008-11-06,21,24-HR BLK AVG,81102
38298,2008-11-07,10,24-HR BLK AVG,81102
38299,2008-11-08,8,24-HR BLK AVG,81102
38300,2008-11-09,13,24-HR BLK AVG,81102
38301,2008-11-10,10,24-HR BLK AVG,81102
38302,2008-11-11,5,24-HR BLK AVG,81102
38303,2008-11-12,7,24-HR BLK AVG,81102
38304,2008-11-13,18,24-HR BLK AVG,81102
38305,2008-11-14,8,24-HR BLK AVG,81102
38306,2008-11-15,9,24-HR BLK AVG,81102
38307,2008-11-16,10,24-HR BLK AVG,81102
38308,2008-11-17,9,24-HR BLK AVG,81102
38309,2008-11-18,13,24-HR BLK AVG,81102
38310,2008-11-19,27,24-HR BLK AVG,81102
38311,2008-11-20,11,24-HR BLK AVG,81102
38312,2008-11-21,12,24-HR BLK AVG,81102
38313,2008-11-22,23,24-HR BLK AVG,81102
38314,2008-11-23,23,24-HR BLK AVG,81102
38315,2008-11-24,17,24-HR BLK AVG,81102
38316,2008-11-25,32,24-HR BLK AVG,81102
38317,2008-11-26,34,24-HR BLK AVG,81102
38318,2008-11-27,22,24-HR BLK AVG,81102
38319,2008-11-28,8,24-HR BLK AVG,81102
38320,2008-11-29,6,24-HR BLK AVG,81102
38321,2008-11-30,6,24-HR BLK AVG,81102
38322,2008-12-01,9,24-HR BLK AVG,81102
38323,2008-12-02,16,24-HR BLK AVG,81102
38324,2008-12-03,13,24-HR BLK AVG,81102
38325,2008-12-04,9,24-HR BLK AVG,81102
38326,2008-12-05,14,24-HR BLK AVG,81102
38327,2008-12-06,16,24-HR BLK AVG,81102
38328,2008-12-07,19,24-HR BLK AVG,81102
38329,2008-12-08,36,24-HR BLK AVG,81102
38330,2008-12-09,11,24-HR BLK AVG,81102
38331,2008-12-10,12,24-HR BLK AVG,81102
38332,2008-12-11,24,24-HR BLK AVG,81102
38333,2008-12-12,9,24-HR BLK AVG,81102
38334,2008-12-13,28,24-HR BLK AVG,81102
38335,2008-12-14,17,24-HR BLK AVG,81102
38336,2008-12-15,19,24-HR BLK AVG,81102
38337,2008-12-16,10,24-HR BLK AVG,81102
38338,2008-12-17,15,24-HR BLK AVG,81102
38339,2008-12-18,9,24-HR BLK AVG,81102
38340,2008-12-19,20,24-HR BLK AVG,81102
38341,2008-12-20,13,24-HR BLK AVG,81102
38342,2008-12-21,11,24-HR BLK AVG,81102
38343,2008-12-23,14,24-HR BLK AVG,81102
38344,2008-12-24,15,24-HR BLK AVG,81102
38345,2008-12-25,11,24-HR BLK AVG,81102
38346,2008-12-26,19,24-HR BLK AVG,81102
38347,2008-12-27,8,24-HR BLK AVG,81102
38348,2008-12-28,9,24-HR BLK AVG,81102
38349,2008-12-29,19,24-HR BLK AVG,81102
38350,2008-12-30,14,24-HR BLK AVG,81102
38351,2008-12-31,7,24-HR BLK AVG,81102
38352,2008-01-07,34,24 HOUR,88101
38353,2008-01-07,34,24 HOUR,88101
38354,2008-01-07,34,24 HOUR,88101
38355,2008-01-07,34,24 HOUR,88101
38356,2008-01-07,34,24 HOUR,88101
38357,2008-01-07,34,24 HOUR,88101
38358,2008-01-10,28,24 HOUR,88101
38359,2008-01-10,28,24 HOUR,88101
38360,2008-01-10,28,24 HOUR,88101
38361,2008-01-10,28,24 HOUR,88101
38362,2008-01-10,28,24 HOUR,88101
38363,2008-01-10,28,24 HOUR,88101
38364,2008-01-13,68,24 HOUR,88101
38365,2008-01-13,68,24 HOUR,88101
38366,2008-01-13,68,24 HOUR,88101
38367,2008-01-13,68,24 HOUR,88101
38368,2008-01-13,68,24 HOUR,88101
38369,2008-01-13,68,24 HOUR,88101
38370,2008-01-16,28,24 HOUR,88101
38371,2008-01-16,28,24 HOUR,88101
38372,2008-01-16,28,24 HOUR,88101
38373,2008-01-16,28,24 HOUR,88101
38374,2008-01-16,28,24 HOUR,88101
38375,2008-01-16,28,24 HOUR,88101
38376,2008-01-31,50,24 HOUR,88101
38377,2008-01-31,50,24 HOUR,88101
38378,2008-01-31,50,24 HOUR,88101
38379,2008-01-31,50,24 HOUR,88101
38380,2008-01-31,50,24 HOUR,88101
38381,2008-01-31,50,24 HOUR,88101
38382,2008-02-03,75,24 HOUR,88101
38383,2008-02-03,75,24 HOUR,88101
38384,2008-02-03,75,24 HOUR,88101
38385,2008-02-03,75,24 HOUR,88101
38386,2008-02-03,75,24 HOUR,88101
38387,2008-02-03,75,24 HOUR,88101
38388,2008-02-06,52,24 HOUR,88101
38389,2008-02-06,52,24 HOUR,88101
38390,2008-02-06,52,24 HOUR,88101
38391,2008-02-06,52,24 HOUR,88101
38392,2008-02-06,52,24 HOUR,88101
38393,2008-02-06,52,24 HOUR,88101
38394,2008-02-09,22,24 HOUR,88101
38395,2008-02-09,22,24 HOUR,88101
38396,2008-02-09,22,24 HOUR,88101
38397,2008-02-09,22,24 HOUR,88101
38398,2008-02-09,22,24 HOUR,88101
38399,2008-02-09,22,24 HOUR,88101
38400,2008-02-12,67,24 HOUR,88101
38401,2008-02-12,67,24 HOUR,88101
38402,2008-02-12,67,24 HOUR,88101
38403,2008-02-12,67,24 HOUR,88101
38404,2008-02-12,67,24 HOUR,88101
38405,2008-02-12,67,24 HOUR,88101
38406,2008-02-15,41,24 HOUR,88101
38407,2008-02-15,41,24 HOUR,88101
38408,2008-02-15,41,24 HOUR,88101
38409,2008-02-15,41,24 HOUR,88101
38410,2008-02-15,41,24 HOUR,88101
38411,2008-02-15,41,24 HOUR,88101
38412,2008-02-18,13,24 HOUR,88101
38413,2008-02-18,13,24 HOUR,88101
38414,2008-02-18,13,24 HOUR,88101
38415,2008-02-18,13,24 HOUR,88101
38416,2008-02-18,13,24 HOUR,88101
38417,2008-02-18,13,24 HOUR,88101
38418,2008-02-21,63,24 HOUR,88101
38419,2008-02-21,63,24 HOUR,88101
38420,2008-02-21,63,24 HOUR,88101
38421,2008-02-21,63,24 HOUR,88101
38422,2008-02-21,63,24 HOUR,88101
38423,2008-02-21,63,24 HOUR,88101
38424,2008-02-24,56,24 HOUR,88101
38425,2008-02-24,56,24 HOUR,88101
38426,2008-02-24,56,24 HOUR,88101
38427,2008-02-24,56,24 HOUR,88101
38428,2008-02-24,56,24 HOUR,88101
38429,2008-02-24,56,24 HOUR,88101
38430,2008-02-27,34,24 HOUR,88101
38431,2008-02-27,34,24 HOUR,88101
38432,2008-02-27,34,24 HOUR,88101
38433,2008-02-27,34,24 HOUR,88101
38434,2008-02-27,34,24 HOUR,88101
38435,2008-02-27,34,24 HOUR,88101
38436,2008-03-01,33,24 HOUR,88101
38437,2008-03-01,33,24 HOUR,88101
38438,2008-03-01,33,24 HOUR,88101
38439,2008-03-01,33,24 HOUR,88101
38440,2008-03-01,33,24 HOUR,88101
38441,2008-03-01,33,24 HOUR,88101
38442,2008-03-04,29,24 HOUR,88101
38443,2008-03-04,29,24 HOUR,88101
38444,2008-03-04,29,24 HOUR,88101
38445,2008-03-04,29,24 HOUR,88101
38446,2008-03-04,29,24 HOUR,88101
38447,2008-03-04,29,24 HOUR,88101
38448,2008-03-07,47,24 HOUR,88101
38449,2008-03-07,47,24 HOUR,88101
38450,2008-03-07,47,24 HOUR,88101
38451,2008-03-07,47,24 HOUR,88101
38452,2008-03-07,47,24 HOUR,88101
38453,2008-03-07,47,24 HOUR,88101
38454,2008-03-10,48,24 HOUR,88101
38455,2008-03-10,48,24 HOUR,88101
38456,2008-03-10,48,24 HOUR,88101
38457,2008-03-10,48,24 HOUR,88101
38458,2008-03-10,48,24 HOUR,88101
38459,2008-03-10,48,24 HOUR,88101
38460,2008-03-13,18,24 HOUR,88101
38461,2008-03-13,18,24 HOUR,88101
38462,2008-03-13,18,24 HOUR,88101
38463,2008-03-13,18,24 HOUR,88101
38464,2008-03-13,18,24 HOUR,88101
38465,2008-03-13,18,24 HOUR,88101
38466,2008-03-16,57,24 HOUR,88101
38467,2008-03-16,57,24 HOUR,88101
38468,2008-03-16,57,24 HOUR,88101
38469,2008-03-16,57,24 HOUR,88101
38470,2008-03-16,57,24 HOUR,88101
38471,2008-03-16,57,24 HOUR,88101
38472,2008-03-19,20,24 HOUR,88101
38473,2008-03-19,20,24 HOUR,88101
38474,2008-03-19,20,24 HOUR,88101
38475,2008-03-19,20,24 HOUR,88101
38476,2008-03-19,20,24 HOUR,88101
38477,2008-03-19,20,24 HOUR,88101
38478,2008-03-22,49,24 HOUR,88101
38479,2008-03-22,49,24 HOUR,88101
38480,2008-03-22,49,24 HOUR,88101
38481,2008-03-22,49,24 HOUR,88101
38482,2008-03-22,49,24 HOUR,88101
38483,2008-03-22,49,24 HOUR,88101
38484,2008-03-25,51,24 HOUR,88101
38485,2008-03-25,51,24 HOUR,88101
38486,2008-03-25,51,24 HOUR,88101
38487,2008-03-25,51,24 HOUR,88101
38488,2008-03-25,51,24 HOUR,88101
38489,2008-03-25,51,24 HOUR,88101
38490,2008-03-28,72,24 HOUR,88101
38491,2008-03-28,72,24 HOUR,88101
38492,2008-03-28,72,24 HOUR,88101
38493,2008-03-28,72,24 HOUR,88101
38494,2008-03-28,72,24 HOUR,88101
38495,2008-03-28,72,24 HOUR,88101
38496,2008-03-31,26,24 HOUR,88101
38497,2008-03-31,26,24 HOUR,88101
38498,2008-03-31,26,24 HOUR,88101
38499,2008-03-31,26,24 HOUR,88101
38500,2008-03-31,26,24 HOUR,88101
38501,2008-03-31,26,24 HOUR,88101
38502,2008-04-03,35,24 HOUR,88101
38503,2008-04-03,35,24 HOUR,88101
38504,2008-04-03,35,24 HOUR,88101
38505,2008-04-03,35,24 HOUR,88101
38506,2008-04-03,35,24 HOUR,88101
38507,2008-04-03,35,24 HOUR,88101
38508,2008-04-06,33,24 HOUR,88101
38509,2008-04-06,33,24 HOUR,88101
38510,2008-04-06,33,24 HOUR,88101
38511,2008-04-06,33,24 HOUR,88101
38512,2008-04-06,33,24 HOUR,88101
38513,2008-04-06,33,24 HOUR,88101
38514,2008-04-09,35,24 HOUR,88101
38515,2008-04-09,35,24 HOUR,88101
38516,2008-04-09,35,24 HOUR,88101
38517,2008-04-09,35,24 HOUR,88101
38518,2008-04-09,35,24 HOUR,88101
38519,2008-04-09,35,24 HOUR,88101
38520,2008-04-12,18,24 HOUR,88101
38521,2008-04-12,18,24 HOUR,88101
38522,2008-04-12,18,24 HOUR,88101
38523,2008-04-12,18,24 HOUR,88101
38524,2008-04-12,18,24 HOUR,88101
38525,2008-04-12,18,24 HOUR,88101
38526,2008-04-15,58,24 HOUR,88101
38527,2008-04-15,58,24 HOUR,88101
38528,2008-04-15,58,24 HOUR,88101
38529,2008-04-15,58,24 HOUR,88101
38530,2008-04-15,58,24 HOUR,88101
38531,2008-04-15,58,24 HOUR,88101
38532,2008-04-18,21,24 HOUR,88101
38533,2008-04-18,21,24 HOUR,88101
38534,2008-04-18,21,24 HOUR,88101
38535,2008-04-18,21,24 HOUR,88101
38536,2008-04-18,21,24 HOUR,88101
38537,2008-04-18,21,24 HOUR,88101
38538,2008-04-21,56,24 HOUR,88101
38539,2008-04-21,56,24 HOUR,88101
38540,2008-04-21,56,24 HOUR,88101
38541,2008-04-21,56,24 HOUR,88101
38542,2008-04-21,56,24 HOUR,88101
38543,2008-04-21,56,24 HOUR,88101
38544,2008-04-24,38,24 HOUR,88101
38545,2008-04-24,38,24 HOUR,88101
38546,2008-04-24,38,24 HOUR,88101
38547,2008-04-24,38,24 HOUR,88101
38548,2008-04-24,38,24 HOUR,88101
38549,2008-04-24,38,24 HOUR,88101
38550,2008-04-27,23,24 HOUR,88101
38551,2008-04-27,23,24 HOUR,88101
38552,2008-04-27,23,24 HOUR,88101
38553,2008-04-27,23,24 HOUR,88101
38554,2008-04-27,23,24 HOUR,88101
38555,2008-04-27,23,24 HOUR,88101
38556,2008-04-30,41,24 HOUR,88101
38557,2008-04-30,41,24 HOUR,88101
38558,2008-04-30,41,24 HOUR,88101
38559,2008-04-30,41,24 HOUR,88101
38560,2008-04-30,41,24 HOUR,88101
38561,2008-04-30,41,24 HOUR,88101
38562,2008-05-03,27,24 HOUR,88101
38563,2008-05-03,27,24 HOUR,88101
38564,2008-05-03,27,24 HOUR,88101
38565,2008-05-03,27,24 HOUR,88101
38566,2008-05-03,27,24 HOUR,88101
38567,2008-05-03,27,24 HOUR,88101
38568,2008-05-06,34,24 HOUR,88101
38569,2008-05-06,34,24 HOUR,88101
38570,2008-05-06,34,24 HOUR,88101
38571,2008-05-06,34,24 HOUR,88101
38572,2008-05-06,34,24 HOUR,88101
38573,2008-05-06,34,24 HOUR,88101
38574,2008-05-09,28,24 HOUR,88101
38575,2008-05-09,28,24 HOUR,88101
38576,2008-05-09,28,24 HOUR,88101
38577,2008-05-09,28,24 HOUR,88101
38578,2008-05-09,28,24 HOUR,88101
38579,2008-05-09,28,24 HOUR,88101
38580,2008-05-12,29,24 HOUR,88101
38581,2008-05-12,29,24 HOUR,88101
38582,2008-05-12,29,24 HOUR,88101
38583,2008-05-12,29,24 HOUR,88101
38584,2008-05-12,29,24 HOUR,88101
38585,2008-05-12,29,24 HOUR,88101
38586,2008-05-15,28,24 HOUR,88101
38587,2008-05-15,28,24 HOUR,88101
38588,2008-05-15,28,24 HOUR,88101
38589,2008-05-15,28,24 HOUR,88101
38590,2008-05-15,28,24 HOUR,88101
38591,2008-05-15,28,24 HOUR,88101
38592,2008-05-18,33,24 HOUR,88101
38593,2008-05-18,33,24 HOUR,88101
38594,2008-05-18,33,24 HOUR,88101
38595,2008-05-18,33,24 HOUR,88101
38596,2008-05-18,33,24 HOUR,88101
38597,2008-05-18,33,24 HOUR,88101
38598,2008-05-21,32,24 HOUR,88101
38599,2008-05-21,32,24 HOUR,88101
38600,2008-05-21,32,24 HOUR,88101
38601,2008-05-21,32,24 HOUR,88101
38602,2008-05-21,32,24 HOUR,88101
38603,2008-05-21,32,24 HOUR,88101
38604,2008-05-24,40,24 HOUR,88101
38605,2008-05-24,40,24 HOUR,88101
